referee,num_rounds,title_fight,gender,result,result_details,finish_round,finish_time,event_name,event_date,event_city,event_state,event_country,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time
Steve Mazzagatti,3,F,M,KO/TKO,Elbows to Head On Ground,2,4:44,UFC Fight Night: Swick vs Burkman,2008-01-23,Las Vegas,Nevada,USA,1.0,91.0,64.0,54.0,30.0,1.0,1.0,0.0,1.0,4:19
Yves Lavigne,3,F,M,KO/TKO,Punch to Head At Distance,1,3:36,UFC 103: Franklin vs Belfort,2009-09-19,Dallas,Texas,USA,1.0,32.0,10.0,32.0,10.0,1.0,1.0,0.0,0.0,0:05
Mark Craig,3,F,M,KO/TKO,Punches to Head From Back Control,2,3:01,UFC Fight Night: Felder vs. Hooker,2020-02-22,Auckland,,New Zealand,0.0,129.0,90.0,91.0,55.0,1.0,0.0,3.0,0.0,4:21
Dan Miragliotta,3,F,M,Submission,Arm Triangle From Side Control,2,3:38,UFC Fight Night: Henderson vs Dos Anjos,2014-08-23,Tulsa,Oklahoma,USA,0.0,65.0,30.0,61.0,26.0,3.0,2.0,1.0,0.0,1:11
John McCarthy,3,F,M,Submission,Rear Naked Choke,2,2:29,UFC Fight Night: Maia vs LaFlare,2015-03-21,Rio de Janeiro,,Brazil,0.0,43.0,16.0,39.0,12.0,2.0,1.0,1.0,0.0,1:27
Mario Yamasaki,3,F,M,Submission,Kimura From Side Control,1,4:16,UFC 179: Aldo vs Mendes 2,2014-10-25,Rio de Janeiro,,Brazil,0.0,8.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0:03
Herb Dean,3,F,M,Submission,"Injury  
      Jaw Injury",3,1:51,UFC 117: Silva vs Sonnen,2010-08-07,Oakland,California,USA,0.0,123.0,47.0,90.0,19.0,6.0,2.0,0.0,0.0,4:31
Steve Mazzagatti,3,F,M,KO/TKO,Punch to Head At Distance,3,0:39,UFC 91: Couture vs Lesnar,2008-11-15,Las Vegas,Nevada,USA,1.0,60.0,33.0,46.0,22.0,0.0,0.0,0.0,2.0,2:22
Dan Miragliotta,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Condit vs Kampmann 2,2013-08-28,Indianapolis,Indiana,USA,0.0,83.0,43.0,80.0,40.0,1.0,1.0,0.0,0.0,1:00
Dan Miragliotta,5,T,M,Decision,Unanimous,5,5:00,UFC 185: Pettis vs Dos Anjos,2015-03-14,Dallas,Texas,USA,0.0,205.0,96.0,162.0,54.0,1.0,0.0,0.0,0.0,0:52
Herb Dean,5,F,M,Decision,Split,5,5:00,UFC Fight Night: Felder vs. Dos Anjos,2020-11-14,Las Vegas,Nevada,USA,0.0,226.0,134.0,190.0,98.0,2.0,1.0,0.0,0.0,1:40
John McCarthy,5,F,M,KO/TKO,Punch to Head In Clinch,1,2:31,UFC Fight Night: Henderson vs Dos Anjos,2014-08-23,Tulsa,Oklahoma,USA,0.0,27.0,10.0,27.0,10.0,1.0,0.0,0.0,0.0,0:02
Jason McCoy,3,F,M,Decision,Split,3,5:00,UFC 139: Shogun vs Henderson,2011-11-19,San Jose,California,USA,0.0,136.0,64.0,128.0,56.0,4.0,2.0,0.0,0.0,1:43
Yves Lavigne,3,F,M,Decision,Unanimous,3,5:00,UFC 154: St-Pierre vs Condit,2012-11-17,Montreal,Quebec,Canada,0.0,73.0,33.0,59.0,19.0,11.0,0.0,1.0,0.0,3:42
Yves Lavigne,3,F,M,KO/TKO,Punch to Head At Distance,1,0:59,UFC 132: Cruz vs Faber,2011-07-02,Las Vegas,Nevada,USA,0.0,24.0,2.0,24.0,2.0,0.0,0.0,0.0,0.0,0:00
Marc Goddard,3,F,M,Submission,Armbar From North South,2,4:30,UFC 112: Invincible,2010-04-10,Abu Dhabi,,United Arab Emirates,0.0,25.0,11.0,20.0,7.0,0.0,0.0,1.0,0.0,1:29
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Condit vs Kampmann,2009-04-01,Nashville,Tennessee,USA,0.0,245.0,101.0,213.0,69.0,4.0,1.0,0.0,0.0,2:51
Don Thais,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Henderson vs Thatch,2015-02-14,Broomfield,Colorado,USA,1.0,245.0,194.0,129.0,94.0,2.0,2.0,0.0,0.0,6:11
Dan Miragliotta,3,F,M,Decision,Unanimous,3,5:00,UFC on FOX: Johnson vs Moraga,2013-07-27,Seattle,Washington,USA,0.0,115.0,59.0,79.0,25.0,8.0,6.0,0.0,0.0,5:36
John English,3,F,M,Submission,Triangle Choke From Bottom Guard,2,2:39,UFC 292: Sterling vs. O'Malley,2023-08-19,Boston,Massachusetts,USA,0.0,144.0,85.0,119.0,61.0,0.0,0.0,2.0,0.0,1:08
Keith Peterson,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Cannonier vs. Gastelum,2021-08-21,Las Vegas,Nevada,USA,0.0,187.0,96.0,160.0,71.0,4.0,0.0,0.0,0.0,2:29
Keith Peterson,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,Rochester,New York,USA,0.0,128.0,76.0,114.0,63.0,7.0,3.0,0.0,0.0,4:06
Chris Tognoni,3,F,M,Decision,Unanimous,3,5:00,UFC 248: Adesanya vs. Romero,2020-03-07,Las Vegas,Nevada,USA,0.0,65.0,20.0,58.0,15.0,12.0,8.0,0.0,0.0,8:01
Kevin Dornan,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Vancouver,British Columbia,Canada,0.0,124.0,46.0,122.0,44.0,1.0,0.0,0.0,0.0,0:48
Philippe Chartier,3,F,M,Decision,Unanimous,3,5:00,UFC 186: Johnson vs Horiguchi,2015-04-25,Montreal,Quebec,Canada,0.0,172.0,84.0,172.0,84.0,1.0,0.0,0.0,0.0,0:10
Herb Dean,3,F,M,KO/TKO,Punches to Head On Ground,3,3:24,UFC on FOX: Dos Santos vs Miocic,2014-12-13,Phoenix,Arizona,USA,0.0,71.0,35.0,60.0,24.0,5.0,3.0,0.0,0.0,2:18
Mark Smith,3,F,M,Decision,Split,3,5:00,UFC 285: Jones vs. Gane,2023-03-04,Las Vegas,Nevada,USA,0.0,109.0,89.0,42.0,29.0,12.0,4.0,0.0,0.0,6:52
Marc Goddard,3,F,M,Submission,Guillotine Choke From Mount,1,0:45,UFC 276: Adesanya vs. Cannonier,2022-07-02,Las Vegas,Nevada,USA,0.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0:00
Jason Herzog,3,F,M,Submission,Rear Naked Choke,1,4:01,UFC 266: Volkanovski vs. Ortega,2021-09-25,Las Vegas,Nevada,USA,0.0,11.0,6.0,11.0,6.0,0.0,0.0,0.0,0.0,0:00
Peter Hickmott,3,F,M,KO/TKO,Kick to Body At Distance,1,0:53,UFC 234: Adesanya vs. Silva,2019-02-09,Melbourne,Victoria,Australia,0.0,4.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,0:00
Steve Perceval,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Hunt vs Mir,2016-03-19,Brisbane,Queensland,Australia,0.0,156.0,52.0,155.0,52.0,1.0,0.0,0.0,0.0,0:00
Marc Goddard,3,F,M,KO/TKO,Kicks to Body At Distance,1,1:52,UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,Calgary,Alberta,Canada,1.0,26.0,12.0,26.0,12.0,1.0,0.0,0.0,0.0,0:11
Tim Mills,3,F,M,KO/TKO,"to    
      Ankle Injury",1,0:44,UFC Live: Vera vs Jones,2010-03-21,Broomfield,Colorado,USA,0.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0:03
Dan Miragliotta,3,F,M,Submission,Rear Naked Choke,1,3:20,UFC 281: Adesanya vs. Pereira,2022-11-12,New York City,New York,USA,0.0,25.0,14.0,25.0,14.0,1.0,0.0,0.0,0.0,0:14
Mike Beltran,3,F,M,Submission,Rear Naked Choke,2,1:23,UFC 271: Adesanya vs. Whittaker 2,2022-02-12,Houston,Texas,USA,0.0,81.0,39.0,79.0,37.0,1.0,0.0,0.0,0.0,0:05
Dan Miragliotta,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Florian vs Gomi,2010-03-31,Charlotte,North Carolina,USA,0.0,170.0,64.0,159.0,54.0,1.0,1.0,0.0,1.0,1:00
Josh Rosenthal,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Swick vs Burkman,2008-01-23,Las Vegas,Nevada,USA,1.0,129.0,79.0,66.0,26.0,2.0,2.0,3.0,2.0,10:48
Leon Roberts,3,F,M,Decision,Unanimous,3,5:00,UFC 127: Penn vs Fitch,2011-02-26,Sydney,New South Wales,Australia,0.0,204.0,38.0,204.0,38.0,13.0,0.0,0.0,0.0,0:08
Herb Dean,3,F,M,KO/TKO,Punches to Head On Ground,1,0:36,UFC 86: Jackson vs Griffin,2008-07-05,Las Vegas,Nevada,USA,2.0,15.0,10.0,15.0,10.0,0.0,0.0,0.0,0.0,0:20
Kim Winslow,3,F,M,Decision,Unanimous,3,5:00,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,Las Vegas,Nevada,USA,0.0,142.0,52.0,142.0,52.0,0.0,0.0,0.0,0.0,0:00
Marc Goddard,3,F,M,Submission,Kimura From Side Control,2,1:59,UFC 101: Declaration,2009-08-08,Philadelphia,Pennsylvania,USA,0.0,53.0,30.0,33.0,14.0,5.0,3.0,1.0,0.0,4:18
Mario Yamasaki,3,F,M,Decision,Split,3,5:00,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Las Vegas,Nevada,USA,0.0,95.0,69.0,32.0,10.0,10.0,3.0,2.0,0.0,7:58
Chris Tognoni,3,F,M,KO/TKO,Punches to Head At Distance,1,1:25,UFC Fight Night: Luque vs. Dos Anjos,2023-08-12,Las Vegas,Nevada,USA,0.0,47.0,30.0,47.0,30.0,2.0,0.0,0.0,0.0,0:03
Mark Smith,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Font vs. Vera,2022-04-30,Las Vegas,Nevada,USA,0.0,150.0,99.0,141.0,92.0,16.0,9.0,0.0,0.0,3:39
Mark Smith,3,F,M,KO/TKO,Punch to Head At Distance,1,1:20,UFC Fight Night: Santos vs. Walker,2021-10-02,Las Vegas,Nevada,USA,1.0,35.0,20.0,35.0,20.0,2.0,0.0,0.0,0.0,0:00
Keith Peterson,3,F,M,Submission,Rear Naked Choke,1,2:17,UFC Fight Night: Santos vs. Hill,2022-08-06,Las Vegas,Nevada,USA,0.0,42.0,23.0,37.0,18.0,1.0,1.0,1.0,0.0,0:52
Mark Smith,3,F,M,KO/TKO,Punch to Head At Distance,2,0:14,UFC Fight Night: Ladd vs. Dumont,2021-10-16,Las Vegas,Nevada,USA,1.0,60.0,43.0,48.0,32.0,2.0,1.0,0.0,0.0,1:55
Chris Tognoni,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Luque vs. Muhammad,2022-04-16,Las Vegas,Nevada,USA,0.0,170.0,124.0,105.0,69.0,3.0,0.0,0.0,0.0,5:17
Jason Herzog,3,F,M,Submission,"Bulldog Choke In Clinch
      Reverse Bulldog Choke",2,1:54,UFC 177: Dillashaw vs Soto,2014-08-30,Sacramento,California,USA,0.0,62.0,36.0,55.0,29.0,0.0,0.0,2.0,0.0,0:39
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,Las Vegas,Nevada,USA,0.0,186.0,68.0,185.0,67.0,1.0,0.0,1.0,0.0,0:40
Jason Herzog,3,F,M,KO/TKO,Punch to Head At Distance,1,0:42,UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Las Vegas,Nevada,USA,0.0,11.0,4.0,11.0,4.0,0.0,0.0,0.0,0.0,0:00
Mark Smith,3,F,M,KO/TKO,Punches to Head At Distance,1,1:46,UFC Fight Night: Hall vs. Silva,2020-10-31,Las Vegas,Nevada,USA,0.0,27.0,8.0,27.0,8.0,0.0,0.0,0.0,0.0,0:00
Tim Mills,3,F,M,KO/TKO,Punches to Head At Distance,1,0:46,UFC Fight Night: Korean Zombie vs. Rodriguez,2018-11-10,Denver,Colorado,USA,1.0,19.0,13.0,19.0,13.0,0.0,0.0,0.0,0.0,0:03
Herb Dean,5,F,M,KO/TKO,Kick to Head At Distance,2,1:00,UFC 291: Poirier vs. Gaethje 2,2023-07-29,Salt Lake City,Utah,USA,0.0,52.0,27.0,52.0,27.0,0.0,0.0,0.0,0.0,0:00
Herb Dean,5,F,M,KO/TKO,Punch to Head In Clinch,4,0:33,UFC Fight Night: Poirier vs. Gaethje,2018-04-14,Glendale,Arizona,USA,0.0,357.0,179.0,351.0,174.0,5.0,0.0,0.0,0.0,0:06
Herb Dean,5,T,M,KO/TKO,Punch to Head At Distance,5,3:39,UFC 249: Ferguson vs. Gaethje,2020-05-09,Jacksonville,Florida,USA,0.0,296.0,136.0,296.0,136.0,0.0,0.0,0.0,0.0,0:00
Marc Goddard,5,F,M,Submission,Rear Naked Choke,1,3:22,UFC 274: Oliveira vs. Gaethje,2022-05-07,Phoenix,Arizona,USA,1.0,52.0,33.0,47.0,30.0,1.0,0.0,2.0,0.0,0:39
Keith Peterson,5,F,M,KO/TKO,Punch to Head At Distance,1,2:30,UFC Fight Night: Barboza vs. Gaethje,2019-03-30,Philadelphia,Pennsylvania,USA,0.0,32.0,13.0,32.0,13.0,0.0,0.0,0.0,0.0,0:00
John McCarthy,5,F,M,KO/TKO,Knees to Head In Clinch,2,4:48,The Ultimate Fighter: Redemption Finale,2017-07-07,Las Vegas,Nevada,USA,0.0,200.0,91.0,200.0,91.0,3.0,1.0,0.0,0.0,0:34
Jerin Valel,5,F,M,KO/TKO,Punch to Head At Distance,1,4:18,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Vancouver,British Columbia,Canada,0.0,52.0,17.0,52.0,17.0,0.0,0.0,0.0,0.0,0:00
Jason Herzog,5,T,M,Submission,Triangle Choke From Bottom Guard,2,1:34,UFC 254: Khabib vs. Gaethje,2020-10-24,Abu Dhabi,Abu Dhabi,United Arab Emirates,0.0,80.0,26.0,80.0,26.0,3.0,2.0,1.0,0.0,0:55
Herb Dean,3,F,M,KO/TKO,Knee to Head In Clinch,3,3:59,UFC 218: Holloway vs. Aldo 2,2017-12-02,Detroit,Michigan,USA,1.0,366.0,162.0,356.0,155.0,2.0,1.0,0.0,0.0,0:20
Dan Miragliotta,3,F,M,Submission,Rear Naked Choke,3,2:00,UFC 281: Adesanya vs. Pereira,2022-11-12,New York City,New York,USA,0.0,105.0,63.0,76.0,38.0,0.0,0.0,2.0,0.0,0:47
Dan Miragliotta,5,T,M,KO/TKO,Punch to Head At Distance,2,0:19,UFC 262: Oliveira vs. Chandler,2021-05-15,Houston,Texas,USA,2.0,41.0,32.0,32.0,24.0,2.0,1.0,0.0,0.0,1:42
Mike Beltran,3,F,M,Decision,Unanimous,3,5:00,UFC 268: Usman vs. Covington 2,2021-11-06,New York City,New York,USA,1.0,205.0,133.0,183.0,116.0,0.0,0.0,0.0,0.0,1:37
Marc Goddard,3,F,M,KO/TKO,Punch to Head At Distance,1,2:30,UFC 257: Poirier vs. McGregor,2021-01-23,Abu Dhabi,Abu Dhabi,United Arab Emirates,0.0,19.0,8.0,19.0,8.0,0.0,0.0,0.0,0.0,0:00
Herb Dean,5,F,M,TKO - Doctor's Stoppage,,1,5:00,UFC 264: Poirier vs. McGregor 3,2021-07-10,Las Vegas,Nevada,USA,0.0,66.0,36.0,66.0,36.0,2.0,1.0,0.0,0.0,3:18
Herb Dean,5,F,M,KO/TKO,Punches to Head At Distance,2,2:32,UFC 257: Poirier vs. McGregor,2021-01-23,Abu Dhabi,Abu Dhabi,United Arab Emirates,1.0,98.0,53.0,91.0,48.0,1.0,1.0,0.0,0.0,1:42
Herb Dean,5,T,M,Submission,Rear Naked Choke,4,3:03,UFC 229: Khabib vs. McGregor,2018-10-06,Las Vegas,Nevada,USA,0.0,157.0,104.0,119.0,70.0,7.0,3.0,1.0,0.0,12:15
John McCarthy,5,T,M,KO/TKO,Punches to Head At Distance,2,3:04,UFC 205: Alvarez vs McGregor,2016-11-12,New York City,New York,USA,0.0,46.0,12.0,41.0,9.0,3.0,0.0,0.0,0.0,0:57
Herb Dean,5,F,M,Decision,Unanimous,5,5:00,UFC Fight Night: Poirier vs. Hooker,2020-06-27,Las Vegas,Nevada,USA,0.0,289.0,208.0,231.0,153.0,7.0,1.0,4.0,0.0,2:49
Mark Smith,3,F,M,Decision,Split,3,5:00,UFC 290: Volkanovski vs. Rodriguez,2023-07-08,Las Vegas,Nevada,USA,0.0,191.0,113.0,177.0,100.0,3.0,1.0,0.0,0.0,0:18
Gary Copeland,3,F,M,KO/TKO,Knee to Head In Clinch,1,3:00,UFC Fight Night: Barboza vs. Lee,2018-04-21,Atlantic City,New Jersey,USA,0.0,23.0,13.0,20.0,10.0,2.0,1.0,0.0,0.0,0:27
Rob Hinds,3,F,M,KO/TKO,Punches to Body At Distance,3,2:19,UFC Fight Night: Lee vs. Iaquinta,2018-12-15,Milwaukee,Wisconsin,USA,1.0,227.0,127.0,226.0,126.0,1.0,0.0,0.0,0.0,1:43
Daniel Movahedi,3,F,M,Submission,Kimura From Side Control,1,2:25,UFC 267: Blachowicz vs. Teixeira,2021-10-30,Abu Dhabi,Abu Dhabi,United Arab Emirates,0.0,14.0,13.0,3.0,2.0,1.0,1.0,2.0,0.0,1:48
John Sharp,3,F,M,Decision,Unanimous,3,5:00,UFC 243: Whittaker vs. Adesanya,2019-10-05,Melbourne,Victoria,Australia,0.0,117.0,38.0,116.0,37.0,3.0,0.0,0.0,0.0,0:24
Marc Goddard,5,F,M,Decision,Split,5,5:00,UFC Fight Night: Felder vs. Hooker,2020-02-22,Auckland,,New Zealand,0.0,243.0,119.0,230.0,110.0,1.0,0.0,0.0,0.0,0:03
Kerry Hatley,3,F,M,KO/TKO,Punch to Head At Distance,1,2:33,UFC Fight Night: Dos Anjos vs. Edwards,2019-07-20,San Antonio,Texas,USA,0.0,23.0,7.0,23.0,7.0,0.0,0.0,0.0,0.0,0:00
Todd Ronald Anderson,3,F,M,Decision,Majority,3,5:00,UFC 208: Holm vs. De Randamie,2017-02-11,Brooklyn,New York,USA,0.0,243.0,122.0,216.0,97.0,3.0,3.0,0.0,1.0,3:57
Keith Peterson,5,F,M,Submission,Guillotine Choke After Drop to Ground,2,4:09,UFC on FOX: Diaz vs Miller,2012-05-05,East Rutherford,New Jersey,USA,0.0,154.0,97.0,98.0,46.0,1.0,0.0,2.0,2.0,2:37
Osiris Maia,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Brunson vs. Machida,2017-10-28,Sao Paulo,Sao Paulo,Brazil,0.0,165.0,84.0,140.0,63.0,1.0,1.0,0.0,0.0,4:40
Dan Miragliotta,5,F,M,KO/TKO,Kick to Head At Distance,2,3:31,UFC Fight Night: Cowboy vs Miller,2014-07-16,Atlantic City,New Jersey,USA,1.0,82.0,41.0,78.0,37.0,2.0,0.0,0.0,0.0,0:21
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 213: Romero vs. Whittaker,2017-07-08,Las Vegas,Nevada,USA,0.0,150.0,107.0,121.0,80.0,2.0,1.0,0.0,0.0,3:37
Chris Tognoni,3,F,M,Decision,Unanimous,3,5:00,UFC 196: McGregor vs Diaz,2016-03-05,Las Vegas,Nevada,USA,0.0,148.0,71.0,125.0,48.0,9.0,2.0,0.0,0.0,3:27
John McCarthy,3,F,M,Decision,Split,3,5:00,UFC on FOX: Maia vs. Condit,2016-08-27,Vancouver,British Columbia,Canada,0.0,177.0,92.0,136.0,54.0,4.0,3.0,1.0,0.0,6:12
Dan Miragliotta,3,F,M,Decision,Unanimous,3,5:00,UFC 96: Jackson vs Jardine,2009-03-07,Columbus,Ohio,USA,0.0,115.0,59.0,93.0,37.0,1.0,1.0,0.0,0.0,2:05
Herb Dean,3,F,M,Submission,Rear Naked Choke,1,3:04,UFC on FX: Guillard vs Miller,2012-01-20,Nashville,Tennessee,USA,0.0,31.0,21.0,26.0,16.0,0.0,0.0,0.0,0.0,0:01
Dan Miragliotta,5,F,M,KO/TKO,Punches to Head At Distance,1,1:35,UFC Fight Night: Poirier vs. Johnson,2016-09-17,Hidalgo,Texas,USA,0.0,12.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,0:00
Dan Miragliotta,3,F,M,Decision,Unanimous,3,5:00,UFC on FOX: Diaz vs Miller,2012-05-05,East Rutherford,New Jersey,USA,0.0,176.0,45.0,176.0,45.0,1.0,0.0,0.0,0.0,0:00
Herb Dean,3,F,M,KO/TKO,Punch to Head At Distance,2,1:50,UFC Fight Night: Dern vs. Hill,2023-05-20,Las Vegas,Nevada,USA,1.0,71.0,30.0,71.0,30.0,2.0,0.0,0.0,0.0,0:01
Leon Roberts,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Bigfoot vs Mir,2015-02-22,Porto Alegre,Rio Grande do Sul,Brazil,0.0,98.0,31.0,98.0,31.0,2.0,0.0,0.0,0.0,0:00
John McCarthy,3,F,M,Submission,Kimura From Side Control,3,2:31,UFC 205: Alvarez vs McGregor,2016-11-12,New York City,New York,USA,0.0,190.0,140.0,142.0,94.0,6.0,2.0,1.0,0.0,8:44
Yves Lavigne,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Shogun vs Sonnen,2013-08-17,Boston,Massachusetts,USA,0.0,112.0,28.0,109.0,25.0,4.0,0.0,0.0,0.0,0:28
Marko Gyllenland,3,F,M,Submission,D'Arce Choke On Ground,3,1:33,UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,Stockholm,,Sweden,0.0,98.0,79.0,46.0,34.0,6.0,4.0,2.0,0.0,6:07
Yves Lavigne,3,F,M,KO/TKO,Punch to Head At Distance,2,1:32,UFC 168: Weidman vs Silva 2,2013-12-28,Las Vegas,Nevada,USA,0.0,68.0,17.0,63.0,12.0,2.0,0.0,0.0,0.0,0:59
Herb Dean,3,T,M,Decision,Unanimous,3,5:00,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,2010-12-04,Las Vegas,Nevada,USA,0.0,95.0,57.0,67.0,32.0,13.0,3.0,0.0,0.0,9:46
Jason Herzog,3,F,M,KO/TKO,Punch to Head At Distance,1,2:53,UFC 199: Rockhold vs. Bisping 2,2016-06-04,Los Angeles,California,USA,2.0,66.0,36.0,66.0,36.0,0.0,0.0,0.0,0.0,0:16
Dan Miragliotta,3,F,M,Submission,Arm Triangle From Half Guard,3,4:54,UFC 291: Poirier vs. Gaethje 2,2023-07-29,Salt Lake City,Utah,USA,0.0,138.0,62.0,123.0,54.0,3.0,0.0,0.0,0.0,0:13
Keith Peterson,3,F,M,KO/TKO,Punch to Head At Distance,2,2:45,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,Las Vegas,Nevada,USA,1.0,121.0,34.0,121.0,34.0,1.0,0.0,0.0,0.0,0:07
Jason Herzog,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Blaydes vs. Volkov,2020-06-20,Las Vegas,Nevada,USA,0.0,69.0,27.0,65.0,23.0,12.0,3.0,0.0,0.0,4:32
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,Las Vegas,Nevada,USA,0.0,139.0,64.0,127.0,54.0,2.0,1.0,0.0,0.0,0:27
Eduardo Herdy,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Blachowicz vs. Jacare,2019-11-16,Sao Paulo,Sao Paulo,Brazil,0.0,127.0,36.0,122.0,31.0,2.0,1.0,1.0,0.0,1:04
Marc Goddard,3,F,M,KO/TKO,Punches to Head From Guard,1,2:25,UFC 268: Usman vs. Covington 2,2021-11-06,New York City,New York,USA,0.0,30.0,10.0,30.0,10.0,0.0,0.0,0.0,0.0,0:00
Dan Miragliotta,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Jacare vs. Brunson 2,2018-01-27,Charlotte,North Carolina,USA,0.0,150.0,60.0,146.0,56.0,1.0,1.0,0.0,1.0,1:56
Herb Dean,3,F,M,Decision,Split,3,5:00,UFC on FOX: Lawler vs Brown,2014-07-26,San Jose,California,USA,0.0,120.0,45.0,120.0,45.0,5.0,0.0,0.0,0.0,0:19
Kim Winslow,3,F,M,Submission,Rear Naked Choke,3,4:25,UFC 156: Aldo vs Edgar,2013-02-02,Las Vegas,Nevada,USA,0.0,60.0,11.0,51.0,6.0,12.0,4.0,0.0,0.0,5:37
Chris Tognoni,3,F,M,Decision,Unanimous,3,5:00,UFC 195: Lawler vs Condit,2016-01-02,Las Vegas,Nevada,USA,0.0,153.0,88.0,137.0,72.0,7.0,4.0,0.0,0.0,9:23
Daniel Movahedi,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Till vs. Masvidal,2019-03-16,London,England,United Kingdom,1.0,125.0,80.0,106.0,63.0,4.0,3.0,0.0,0.0,4:27
Todd Ronald Anderson,3,F,M,KO/TKO,Punch to Head At Distance,2,4:59,UFC 217: Bisping vs. St-Pierre,2017-11-04,New York City,New York,USA,1.0,138.0,43.0,137.0,42.0,0.0,0.0,0.0,0.0,0:04
Herb Dean,3,F,M,KO/TKO,Punch to Body In Clinch,1,1:47,UFC 185: Pettis vs Dos Anjos,2015-03-14,Dallas,Texas,USA,0.0,23.0,6.0,23.0,6.0,0.0,0.0,0.0,0.0,0:00
John McCarthy,3,F,M,KO/TKO,Punches to Head In Clinch,1,2:38,UFC Fight Night: Boetsch vs Henderson,2015-06-06,New Orleans,Louisiana,USA,2.0,46.0,36.0,36.0,27.0,2.0,1.0,1.0,0.0,0:00
Mario Yamasaki,3,F,M,Submission,Guillotine Choke After Drop to Half Guard,1,3:18,UFC 172: Jones vs Teixeira,2014-04-26,Baltimore,Maryland,USA,0.0,20.0,6.0,19.0,5.0,1.0,0.0,1.0,0.0,0:29
,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Anderson vs. Blachowicz,2020-02-15,Rio Rancho,New Mexico,USA,0.0,189.0,100.0,188.0,99.0,3.0,0.0,0.0,0.0,0:04
Marc Goddard,3,F,M,Decision,Split,3,5:00,UFC 194: Aldo vs McGregor,2015-12-12,Las Vegas,Nevada,USA,0.0,196.0,114.0,196.0,114.0,0.0,0.0,0.0,0.0,0:00
Dan Miragliotta,3,F,M,Decision,Unanimous,3,5:00,UFC 198: Werdum vs Miocic,2016-05-14,Curitiba,Parana,Brazil,0.0,204.0,143.0,175.0,117.0,4.0,2.0,0.0,0.0,3:31
Dan Miragliotta,3,F,M,TKO - Doctor's Stoppage,Thumb Injury,1,2:32,UFC 159: Jones vs Sonnen,2013-04-27,Newark,New Jersey,USA,0.0,18.0,4.0,17.0,3.0,2.0,1.0,0.0,0.0,0:17
Todd Ronald Anderson,3,F,M,KO/TKO,Punches to Head From Back Control,2,4:59,UFC Fight Night: Cejudo vs. Dillashaw,2019-01-19,Brooklyn,New York,USA,0.0,95.0,73.0,71.0,51.0,11.0,6.0,0.0,1.0,8:48
Yves Lavigne,3,F,M,Submission,Guillotine Choke On Ground,1,4:37,The Ultimate Fighter: A Champion Will Be Crowned Finale,2014-12-12,Las Vegas,Nevada,USA,0.0,46.0,15.0,46.0,15.0,0.0,0.0,0.0,0.0,0:00
Todd McGovern,3,F,M,KO/TKO,Punch to Head In Clinch,1,3:45,UFC Fight Night: Mendes vs Lamas,2015-04-04,Fairfax,Virginia,USA,2.0,56.0,29.0,50.0,24.0,0.0,0.0,0.0,0.0,0:46
