referee,num_rounds,title_fight,gender,result,result_details,finish_round,finish_time,event_name,event_date,event_city,event_state,event_country,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time
Herb Dean,3,F,M,KO/TKO,Elbows to Head At Distance,3,2:26,UFC Fight Night: Jacare vs Mousasi,2014-09-05,Ledyard,Connecticut,USA,1.0,221.0,93.0,221.0,93.0,0.0,0.0,0.0,0.0,0:06
Chris Tognoni,3,F,M,Decision,Unanimous,3,5:00,UFC 182: Jones vs Cormier,2015-01-03,Las Vegas,Nevada,USA,0.0,350.0,156.0,344.0,152.0,2.0,1.0,0.0,0.0,0:34
John McCarthy,3,F,M,Decision,Majority,3,5:00,UFC 25: Ultimate Japan 3,2000-04-14,Tokyo,,Japan,0.0,174.0,138.0,45.0,13.0,0.0,0.0,0.0,2.0,5:15
Mark Smith,3,F,M,KO/TKO,Punches to Head On Ground,1,1:40,UFC 259: Blachowicz vs. Adesanya,2021-03-06,Las Vegas,Nevada,USA,1.0,74.0,55.0,63.0,45.0,0.0,0.0,0.0,0.0,0:56
Herb Dean,3,F,M,Submission,Rear Naked Choke,2,3:26,UFC Fight Night: Woodley vs. Burns,2020-05-30,Las Vegas,Nevada,USA,0.0,76.0,54.0,61.0,40.0,3.0,1.0,3.0,0.0,3:04
Yves Lavigne,3,F,M,Submission,Guillotine Choke Standing,1,4:50,The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,Las Vegas,Nevada,USA,0.0,42.0,23.0,35.0,16.0,0.0,0.0,1.0,0.0,0:05
Mike Beltran,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Swanson vs. Ortega,2017-12-09,Fresno,California,USA,0.0,212.0,173.0,82.0,49.0,11.0,7.0,0.0,0.0,9:49
Kevin MacDonald,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Chiesa vs. Lee,2017-06-25,Oklahoma City,Oklahoma,USA,0.0,137.0,97.0,79.0,43.0,3.0,0.0,2.0,1.0,1:54
Jason Herzog,3,F,M,Decision,Unanimous,3,5:00,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,2015-12-11,Las Vegas,Nevada,USA,0.0,217.0,135.0,182.0,103.0,0.0,0.0,0.0,0.0,0:30
Kevin Nix,3,F,M,TKO - Doctor's Stoppage,Facial Cuts,1,3:23,UFC Fight Night: Diaz vs Guillard,2009-09-16,Oklahoma City,Oklahoma,USA,2.0,52.0,30.0,50.0,28.0,0.0,0.0,0.0,0.0,0:26
Josh Rosenthal,3,F,M,Submission,Rear Naked Choke,1,2:56,UFC Fight Night: Swick vs Burkman,2008-01-23,Las Vegas,Nevada,USA,0.0,30.0,24.0,9.0,6.0,1.0,1.0,3.0,0.0,2:40
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 109: Relentless,2010-02-06,Las Vegas,Nevada,USA,0.0,219.0,146.0,126.0,62.0,6.0,3.0,0.0,1.0,4:46
Leon Roberts,3,F,M,Submission,D'Arce Choke From Front Headlock,2,2:38,UFC 99: The Comeback,2009-06-13,Cologne,North Rhine-Westphalia,Germany,0.0,54.0,31.0,50.0,27.0,0.0,0.0,3.0,1.0,1:44
John McCarthy,3,F,M,Decision,Unanimous,3,5:00,UFC 76: Knockout,2007-09-22,Anaheim,California,USA,0.0,154.0,109.0,90.0,50.0,2.0,2.0,0.0,1.0,9:51
Yves Lavigne,3,F,M,Decision,Unanimous,3,5:00,UFC 67: All or Nothing,2007-02-03,Las Vegas,Nevada,USA,0.0,147.0,83.0,105.0,44.0,1.0,1.0,1.0,0.0,4:14
Yves Lavigne,3,F,M,Decision,Unanimous,3,5:00,UFC 73: Stacked,2007-07-07,Sacramento,California,USA,0.0,301.0,120.0,230.0,67.0,0.0,0.0,0.0,0.0,5:14
Steve Mazzagatti,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Thomas vs Florian,2007-09-19,Las Vegas,Nevada,USA,0.0,90.0,59.0,48.0,21.0,2.0,1.0,10.0,2.0,11:18
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC 69: Shootout,2007-04-07,Houston,Texas,USA,0.0,300.0,152.0,206.0,85.0,7.0,6.0,0.0,1.0,10:08
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC 160: Velasquez vs Silva 2,2013-05-25,Las Vegas,Nevada,USA,0.0,213.0,130.0,152.0,78.0,7.0,4.0,0.0,0.0,5:48
John McCarthy,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Hendricks vs Thompson,2016-02-06,Las Vegas,Nevada,USA,0.0,114.0,62.0,108.0,57.0,10.0,3.0,0.0,0.0,3:03
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 166: Velasquez vs Dos Santos 3,2013-10-19,Houston,Texas,USA,0.0,199.0,50.0,199.0,50.0,7.0,1.0,0.0,0.0,0:26
Steve Mazzagatti,3,F,M,Submission,Rear Naked Choke,2,3:48,UFC 126: Silva vs Belfort,2011-02-05,Las Vegas,Nevada,USA,0.0,101.0,62.0,74.0,37.0,4.0,3.0,1.0,0.0,3:31
Dan Miragliotta,3,F,M,KO/TKO,Punches to Head In Clinch,2,2:53,UFC 105: Couture vs Vera,2009-11-14,Manchester,England,United Kingdom,2.0,171.0,44.0,165.0,38.0,2.0,0.0,0.0,0.0,0:26
Herb Dean,3,F,M,Submission,Guillotine Choke On Ground,1,3:32,The Ultimate Fighter: Undefeated Finale,2018-07-06,Las Vegas,Nevada,USA,1.0,23.0,8.0,23.0,8.0,1.0,1.0,1.0,1.0,1:01
Keith Peterson,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,Las Vegas,Nevada,USA,0.0,181.0,126.0,115.0,67.0,1.0,1.0,0.0,2.0,6:42
Mark Smith,3,F,M,TKO - Doctor's Stoppage,,2,5:00,UFC Fight Night: Blaydes vs. Volkov,2020-06-20,Las Vegas,Nevada,USA,0.0,102.0,59.0,101.0,58.0,0.0,0.0,0.0,0.0,0:00
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Swanson vs. Lobov,2017-04-22,Nashville,Tennessee,USA,1.0,198.0,109.0,190.0,104.0,4.0,2.0,0.0,2.0,6:41
Gary Copeland,3,F,M,KO/TKO,Punches to Head From Back Control,2,4:17,UFC 203: Miocic vs. Overeem,2016-09-10,Cleveland,Ohio,USA,0.0,97.0,80.0,50.0,38.0,6.0,5.0,1.0,0.0,7:18
Kevin MacDonald,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: McDonald vs. Lineker,2016-07-13,Sioux Falls,South Dakota,USA,1.0,177.0,120.0,99.0,53.0,3.0,3.0,1.0,1.0,6:21
Mark Smith,3,F,M,Submission,Guillotine Choke On Ground,2,0:41,UFC Fight Night: Namajunas vs. VanZant,2015-12-10,Las Vegas,Nevada,USA,0.0,21.0,19.0,9.0,8.0,2.0,2.0,1.0,0.0,1:56
Don Thais,3,F,M,Submission,Rear Naked Choke,2,1:49,UFC Fight Night: Henderson vs Thatch,2015-02-14,Broomfield,Colorado,USA,0.0,104.0,62.0,63.0,32.0,0.0,0.0,1.0,0.0,2:28
Chris Tognoni,3,F,M,Decision,Unanimous,3,5:00,UFC 189: Mendes vs McGregor,2015-07-11,Las Vegas,Nevada,USA,0.0,116.0,66.0,76.0,26.0,0.0,0.0,1.0,2.0,1:12
Jim Perdios,3,F,M,Submission,Guillotine Choke After Drop to Guard,2,2:05,UFC Fight Night: Werdum vs. Tybura,2017-11-18,Sydney,New South Wales,Australia,0.0,88.0,40.0,82.0,34.0,2.0,0.0,1.0,1.0,0:46
Dan Miragliotta,3,F,M,Decision,Unanimous,3,5:00,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,2016-07-08,Las Vegas,Nevada,USA,0.0,140.0,76.0,115.0,54.0,2.0,0.0,0.0,0.0,2:07
Leon Roberts,3,F,M,KO/TKO,Punches to Head On Ground,2,2:21,UFC 144: Edgar vs Henderson,2012-02-25,Saitama,,Japan,0.0,156.0,95.0,107.0,48.0,0.0,0.0,0.0,0.0,0:26
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Edgar vs Swanson,2014-11-22,Austin,Texas,USA,0.0,140.0,104.0,101.0,68.0,3.0,0.0,0.0,0.0,5:05
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 172: Jones vs Teixeira,2014-04-26,Baltimore,Maryland,USA,0.0,263.0,153.0,240.0,130.0,0.0,0.0,0.0,1.0,3:52
Yves Lavigne,3,F,M,Decision,Split,3,5:00,UFC 156: Aldo vs Edgar,2013-02-02,Las Vegas,Nevada,USA,0.0,125.0,64.0,115.0,58.0,3.0,1.0,0.0,0.0,2:51
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC 107: Penn vs Sanchez,2009-12-12,Memphis,Tennessee,USA,0.0,164.0,82.0,130.0,55.0,5.0,2.0,0.0,0.0,5:38
Kevin Mulhall,3,F,M,Decision,Unanimous,3,5:00,UFC 101: Declaration,2009-08-08,Philadelphia,Pennsylvania,USA,0.0,236.0,154.0,122.0,50.0,5.0,2.0,0.0,0.0,7:48
Yves Lavigne,3,F,M,KO/TKO,Punches to Head From Back Control,1,2:09,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Las Vegas,Nevada,USA,0.0,37.0,25.0,33.0,21.0,2.0,1.0,0.0,0.0,1:44
Brad Jardine,3,F,M,KO/TKO,Elbow to Head At Distance,1,4:44,UFC Fight Night: Lewis vs. Browne,2017-02-19,Halifax,Nova Scotia,Canada,1.0,71.0,23.0,71.0,23.0,0.0,0.0,0.0,0.0,0:03
Yves Lavigne,3,F,M,Decision,Unanimous,3,5:00,UFC on FOX: Maia vs. Condit,2016-08-27,Vancouver,British Columbia,Canada,0.0,94.0,43.0,71.0,27.0,14.0,5.0,0.0,0.0,11:10
Rebin Saber,3,F,M,KO/TKO,Punches to Head From Half Guard,2,2:22,UFC Fight Night: Gustafsson vs. Smith,2019-06-01,Stockholm,,Sweden,0.0,113.0,87.0,41.0,19.0,0.0,0.0,0.0,1.0,0:17
Leon Roberts,3,F,M,KO/TKO,Punches to Head From Half Guard,1,1:12,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Copenhagen,,Denmark,0.0,31.0,24.0,29.0,22.0,2.0,1.0,0.0,0.0,0:51
Steve Mazzagatti,3,F,M,Decision,Split,3,5:00,UFC 81: Breaking Point,2008-02-02,Las Vegas,Nevada,USA,0.0,220.0,89.0,212.0,81.0,0.0,0.0,0.0,0.0,0:00
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,Mexico City,Distrito Federal,Mexico,0.0,108.0,69.0,81.0,46.0,1.0,0.0,0.0,0.0,9:15
Herb Dean,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Phoenix,Arizona,USA,0.0,86.0,44.0,62.0,20.0,2.0,1.0,1.0,0.0,1:37
Dan Miragliotta,3,F,M,Decision,Unanimous,3,5:00,UFC 95: Sanchez vs Stevenson,2009-02-21,London,England,United Kingdom,0.0,193.0,91.0,193.0,91.0,4.0,1.0,1.0,0.0,0:46
Herb Dean,5,T,M,Submission,Rear Naked Choke,2,4:02,UFC 80: Rapid Fire,2008-01-19,Newcastle,England,United Kingdom,2.0,105.0,71.0,69.0,41.0,0.0,0.0,1.0,0.0,6:33
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC 110: Nogueira vs Velasquez,2010-02-20,Sydney,New South Wales,Australia,0.0,116.0,47.0,87.0,20.0,3.0,2.0,3.0,1.0,5:19
Herb Dean,3,F,M,Submission,Rear Naked Choke,1,4:03,UFC 91: Couture vs Lesnar,2008-11-15,Las Vegas,Nevada,USA,0.0,44.0,24.0,37.0,17.0,2.0,1.0,1.0,0.0,1:06
Dan Miragliotta,3,F,M,Submission,Rear Naked Choke,1,4:57,UFC 97: Redemption,2009-04-18,Montreal,Quebec,Canada,0.0,68.0,45.0,43.0,20.0,2.0,1.0,1.0,0.0,4:00
Blake Grice,3,F,M,Decision,Unanimous,3,5:00,UFC 145: Jones vs Evans,2012-04-21,Atlanta,Georgia,USA,0.0,153.0,117.0,107.0,74.0,11.0,5.0,0.0,0.0,9:44
Steve Mazzagatti,3,F,M,Submission,Guillotine Choke From Bottom Guard,1,4:48,UFC 70: Nations Collide,2007-04-21,Manchester,England,United Kingdom,0.0,20.0,16.0,9.0,5.0,0.0,0.0,3.0,0.0,0:29
Herb Dean,3,F,M,Submission,Guillotine Choke From Mount,1,2:36,UFC 100,2009-07-11,Las Vegas,Nevada,USA,0.0,20.0,7.0,10.0,1.0,1.0,1.0,2.0,0.0,1:13
Troy Waugh,3,F,M,KO/TKO,Punch to Head At Distance,1,4:34,UFC Fight Night: Lauzon vs Stephens,2009-02-07,Tampa,Florida,USA,1.0,40.0,22.0,29.0,12.0,3.0,1.0,0.0,0.0,1:24
Marc Goddard,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,London,England,United Kingdom,0.0,172.0,61.0,161.0,51.0,0.0,0.0,0.0,1.0,4:20
Leon Roberts,3,F,M,KO/TKO,Punch to Head At Distance,3,1:56,UFC Fight Night: Overeem vs Arlovski,2016-05-08,Rotterdam,Zuid-Holland,Netherlands,0.0,117.0,61.0,85.0,32.0,10.0,1.0,0.0,0.0,3:09
Leon Roberts,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Holohan vs Smolka,2015-10-24,Dublin,Leinster,Ireland,0.0,154.0,56.0,145.0,47.0,6.0,1.0,0.0,0.0,4:27
Fernando Yamasaki,3,F,M,Decision,Split,3,5:00,UFC 153: Silva vs Bonnar,2012-10-13,Rio de Janeiro,,Brazil,0.0,251.0,77.0,241.0,72.0,1.0,0.0,0.0,0.0,0:00
Neil Hall,3,F,M,Submission,Triangle Choke On Ground,1,3:05,UFC Fight Night: Bisping vs Leites,2015-07-18,Glasgow,Scotland,United Kingdom,0.0,31.0,10.0,29.0,8.0,0.0,0.0,1.0,0.0,0:00
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Machida vs Mousasi,2014-02-15,Jaragua do Sul,Santa Catarina,Brazil,0.0,171.0,69.0,170.0,68.0,1.0,1.0,1.0,0.0,0:11
Tom Johnson,3,F,M,Submission,Rear Naked Choke,1,1:57,UFC Fight Night: Korean Zombie vs. Rodriguez,2018-11-10,Denver,Colorado,USA,0.0,5.0,4.0,5.0,4.0,1.0,1.0,1.0,0.0,1:45
Osiris Maia,3,F,M,Submission,Rear Naked Choke,1,4:15,UFC 224: Nunes vs. Pennington,2018-05-12,Rio de Janeiro,Rio de Janeiro,Brazil,0.0,21.0,13.0,12.0,6.0,1.0,1.0,1.0,0.0,2:10
Jacob Montalvo,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Edgar vs Swanson,2014-11-22,Austin,Texas,USA,0.0,143.0,43.0,140.0,40.0,0.0,0.0,0.0,1.0,0:15
Kevin Mulhall,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Shields vs Ellenberger,2011-09-17,New Orleans,Louisiana,USA,0.0,353.0,94.0,351.0,92.0,0.0,0.0,1.0,0.0,0:12
Jason McCoy,3,F,M,KO/TKO,Punches to Head On Ground,1,4:52,UFC 139: Shogun vs Henderson,2011-11-19,San Jose,California,USA,0.0,61.0,45.0,34.0,22.0,3.0,3.0,0.0,0.0,4:36
Marc Goddard,3,F,M,KO/TKO,Punch to Head At Distance,1,2:13,UFC 95: Sanchez vs Stevenson,2009-02-21,London,England,United Kingdom,1.0,28.0,14.0,27.0,13.0,0.0,0.0,1.0,0.0,0:31
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC 80: Rapid Fire,2008-01-19,Newcastle,England,United Kingdom,0.0,180.0,83.0,127.0,33.0,0.0,0.0,0.0,0.0,5:32
Mark Smith,3,F,M,Decision,Unanimous,3,5:00,The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Las Vegas,Nevada,USA,0.0,116.0,98.0,32.0,21.0,4.0,4.0,0.0,1.0,9:55
John Sharp,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Bisping vs Le,2014-08-23,Macau,,China,0.0,179.0,130.0,40.0,19.0,4.0,2.0,1.0,0.0,8:03
Leon Roberts,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Holohan vs Smolka,2015-10-24,Dublin,Leinster,Ireland,0.0,156.0,53.0,150.0,48.0,1.0,1.0,0.0,0.0,0:46
Leon Roberts,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Hunt vs. Oleinik,2018-09-15,Moscow,Moscow,Russia,0.0,88.0,34.0,70.0,17.0,8.0,3.0,0.0,0.0,4:10
Leon Roberts,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Werdum vs. Volkov,2018-03-17,London,England,United Kingdom,0.0,78.0,37.0,62.0,24.0,4.0,3.0,1.0,0.0,1:40
Greg Kleynjans,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Barnett vs Nelson,2015-09-26,Saitama,,Japan,0.0,95.0,61.0,55.0,21.0,8.0,1.0,0.0,0.0,2:42
Greg Kleynjans,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Edgar vs Faber,2015-05-16,Manila,,Philippines,0.0,81.0,51.0,47.0,20.0,2.0,1.0,0.0,0.0,2:31
Leon Roberts,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Overeem vs Arlovski,2016-05-08,Rotterdam,Zuid-Holland,Netherlands,0.0,110.0,79.0,73.0,50.0,9.0,6.0,0.0,1.0,6:37
Todd Ronald Anderson,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Weidman vs. Gastelum,2017-07-22,Uniondale,New York,USA,0.0,99.0,53.0,63.0,22.0,5.0,3.0,0.0,0.0,3:18
Kevin MacDonald,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: McGregor vs Siver,2015-01-18,Boston,Massachusetts,USA,0.0,67.0,47.0,46.0,28.0,7.0,0.0,0.0,0.0,3:46
Chip Snider,3,F,M,Submission,Kimura From Guard,1,1:58,UFC Live: Kongo vs Barry,2011-06-26,Pittsburgh,Pennsylvania,USA,1.0,33.0,12.0,33.0,12.0,0.0,0.0,1.0,0.0,0:27
Steve Perceval,3,F,M,Decision,Unanimous,3,5:00,UFC 127: Penn vs Fitch,2011-02-26,Sydney,New South Wales,Australia,0.0,86.0,45.0,67.0,30.0,0.0,0.0,0.0,0.0,0:00
Leon Roberts,3,F,M,Decision,Unanimous,3,5:00,UFC 120: Bisping vs Akiyama,2010-10-16,London,England,United Kingdom,0.0,212.0,170.0,93.0,68.0,6.0,1.0,2.0,0.0,2:06
Herb Dean,3,F,M,Submission,Armbar From Mount,1,2:01,UFC 118: Edgar vs Penn 2,2010-08-28,Boston,Massachusetts,USA,0.0,29.0,19.0,28.0,19.0,3.0,2.0,1.0,0.0,1:33
Herb Dean,3,F,M,KO/TKO,Punch to Body At Distance,2,1:01,UFC 63: Hughes vs Penn,2006-09-23,Anaheim,California,USA,2.0,45.0,25.0,40.0,20.0,3.0,3.0,0.0,0.0,1:12
Kim Winslow,3,F,M,KO/TKO,Kick to Head In Clinch,2,1:42,UFC 126: Silva vs Belfort,2011-02-05,Las Vegas,Nevada,USA,1.0,72.0,47.0,61.0,37.0,1.0,0.0,0.0,0.0,3:18
Kevin Mulhall,3,F,M,Submission,Rear Naked Choke,1,1:14,UFC 78: Validation,2007-11-17,Newark,New Jersey,USA,0.0,10.0,8.0,7.0,5.0,2.0,1.0,1.0,0.0,0:56
Herb Dean,3,F,M,Submission,Triangle Choke From Bottom Guard,2,2:09,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Las Vegas,Nevada,USA,0.0,35.0,27.0,11.0,4.0,4.0,3.0,6.0,1.0,4:35
Herb Dean,3,F,M,KO/TKO,Punch to Head At Distance,1,0:48,UFC 63: Hughes vs Penn,2006-09-23,Anaheim,California,USA,1.0,11.0,9.0,11.0,9.0,1.0,1.0,0.0,0.0,0:00
Steve Mazzagatti,3,F,M,Submission,Rear Naked Choke,2,3:12,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Las Vegas,Nevada,USA,0.0,70.0,60.0,31.0,23.0,3.0,3.0,3.0,0.0,4:56
Mario Yamasaki,3,F,M,Decision,Split,3,5:00,UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,Mexico City,Distrito Federal,Mexico,0.0,183.0,67.0,166.0,50.0,0.0,0.0,0.0,0.0,2:33
Herb Dean,3,F,M,KO/TKO,Punches to Head At Distance,2,1:25,UFC Fight Night: Rodriguez vs. Caceres,2016-08-06,Salt Lake City,Utah,USA,1.0,61.0,26.0,61.0,26.0,1.0,0.0,0.0,0.0,0:02
Leon Roberts,3,F,M,KO/TKO,Punches to Head On Ground,2,0:38,UFC on FOX: Gustafsson vs Johnson,2015-01-24,Stockholm,,Sweden,0.0,59.0,37.0,59.0,37.0,2.0,2.0,0.0,0.0,1:01
Kristian Hacklou,3,F,M,KO/TKO,Punch to Head At Distance,1,1:01,UFC Fight Night: Nelson vs Story,2014-10-04,Stockholm,,Sweden,1.0,10.0,9.0,10.0,9.0,0.0,0.0,0.0,0.0,0:05
Leon Roberts,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Saffiedine vs Lim,2014-01-04,Singapore,,Singapore,0.0,107.0,48.0,87.0,33.0,7.0,5.0,0.0,0.0,3:49
Lukasz Bosacki,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Arlovski vs. Barnett,2016-09-03,Hamburg,Hamburg,Germany,0.0,106.0,48.0,76.0,20.0,5.0,2.0,0.0,0.0,0:08
John McCarthy,3,F,M,KO/TKO,Punch to Head In Clinch,3,2:01,UFC 174: Johnson vs Bagautinov,2014-06-14,Vancouver,British Columbia,Canada,0.0,91.0,29.0,91.0,29.0,9.0,4.0,0.0,1.0,1:45
Yves Lavigne,3,F,M,Submission,Rear Naked Choke,3,2:28,UFC Fight Night: MacDonald vs Thompson,2016-06-18,Ottawa,Ontario,Canada,0.0,95.0,74.0,61.0,44.0,8.0,3.0,1.0,0.0,7:34
Kevin Dornan,3,F,M,KO/TKO,Punch to Head At Distance,1,1:36,UFC on FOX: Maia vs. Condit,2016-08-27,Vancouver,British Columbia,Canada,2.0,40.0,22.0,35.0,17.0,0.0,0.0,0.0,0.0,0:30
Kerry Hatley,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Cerrone vs. Medeiros,2018-02-18,Austin,Texas,USA,0.0,204.0,125.0,138.0,63.0,9.0,1.0,0.0,0.0,1:53
Grant Waterman,3,F,M,Submission,Rear Naked Choke,1,0:24,UFC Fight Night: Silva vs Bisping,2016-02-27,London,England,United Kingdom,1.0,11.0,6.0,11.0,6.0,0.0,0.0,1.0,0.0,0:10
Jerin Valel,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Holloway vs Oliveira,2015-08-23,Saskatoon,Saskatchewan,Canada,0.0,95.0,76.0,8.0,3.0,10.0,6.0,0.0,0.0,12:06
Herb Dean,3,F,M,Submission,Guillotine Choke On Ground,1,3:18,UFC 195: Lawler vs Condit,2016-01-02,Las Vegas,Nevada,USA,0.0,11.0,4.0,11.0,4.0,2.0,0.0,1.0,0.0,0:17
Yves Lavigne,3,F,M,Submission,Rear Naked Choke,3,1:35,UFC 186: Johnson vs Horiguchi,2015-04-25,Montreal,Quebec,Canada,1.0,127.0,82.0,86.0,49.0,15.0,3.0,1.0,0.0,6:15
Brad Jardine,3,F,M,Submission,Inverted Triangle From Side Control,2,3:22,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,Halifax,Nova Scotia,Canada,0.0,61.0,44.0,48.0,31.0,5.0,2.0,1.0,0.0,3:05
Raul Porrata,3,F,M,KO/TKO,"Kick to Body From Back Control
      Verbal Submission",3,2:47,UFC Fight Night: Henderson vs Khabilov,2014-06-07,Albuquerque,New Mexico,USA,0.0,126.0,86.0,83.0,46.0,5.0,3.0,0.0,0.0,6:24
Kevin Nix,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Henderson vs Dos Anjos,2014-08-23,Tulsa,Oklahoma,USA,1.0,227.0,83.0,221.0,77.0,1.0,0.0,0.0,1.0,0:23
John McCarthy,3,F,M,Decision,Split,3,5:00,UFC 184: Rousey vs Zingano,2015-02-28,Los Angeles,California,USA,0.0,221.0,98.0,209.0,87.0,10.0,0.0,0.0,0.0,1:42
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC 48: Payback,2004-06-19,Las Vegas,Nevada,USA,0.0,108.0,67.0,40.0,14.0,7.0,6.0,0.0,0.0,13:18
Marc Goddard,3,F,M,KO/TKO,Punches to Head At Distance,1,2:30,UFC Fight Night: Bisping vs Leites,2015-07-18,Glasgow,Scotland,United Kingdom,1.0,41.0,19.0,41.0,19.0,0.0,0.0,0.0,0.0,0:02
Steve Perceval,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Barnett vs Nelson,2015-09-26,Saitama,,Japan,0.0,116.0,50.0,112.0,46.0,0.0,0.0,0.0,1.0,0:02
John McCarthy,3,F,M,Decision,Unanimous,3,5:00,UFC 39: The Warriors Return,2002-09-27,Uncasville,Connecticut,USA,0.0,92.0,71.0,52.0,32.0,1.0,1.0,0.0,0.0,0:55
Larry Landless,3,F,M,Decision,Split,3,5:00,UFC 41: Onslaught,2003-02-28,Atlantic City,New Jersey,USA,0.0,92.0,59.0,61.0,29.0,0.0,0.0,0.0,0.0,1:45
Larry Landless,3,F,M,KO/TKO,Punches to Head From Mount,2,3:23,UFC 37: High Impact,2002-05-10,Bossier City,Louisiana,USA,0.0,108.0,91.0,56.0,39.0,0.0,0.0,0.0,0.0,3:28
Larry Landless,3,F,M,KO/TKO,Punches to Head At Distance,1,0:11,UFC 34: High Voltage,2001-11-02,Las Vegas,Nevada,USA,1.0,6.0,5.0,6.0,5.0,1.0,1.0,0.0,0.0,0:02
Mario Yamasaki,3,F,M,Decision,Unanimous,3,5:00,UFC 99: The Comeback,2009-06-13,Cologne,North Rhine-Westphalia,Germany,0.0,100.0,77.0,85.0,62.0,2.0,1.0,0.0,0.0,3:06
Sean Brockmole,3,F,M,KO/TKO,Punch to Head At Distance,2,2:46,UFC 44: Undisputed,2003-09-26,Las Vegas,Nevada,USA,1.0,44.0,35.0,22.0,13.0,2.0,2.0,1.0,0.0,1:24
John McCarthy,5,T,M,Decision,Unanimous,5,5:00,UFC 30: Battle on the Boardwalk,2001-02-23,Atlantic City,New Jersey,USA,0.0,185.0,103.0,131.0,50.0,0.0,0.0,0.0,0.0,3:40
John McCarthy,3,F,M,KO/TKO,Knee to Head At Distance,1,2:42,UFC 32: Showdown in the Meadowlands,2001-06-29,East Rutherford,New Jersey,USA,1.0,13.0,11.0,8.0,6.0,1.0,0.0,0.0,0.0,0:08
Herb Dean,3,F,M,Decision,Unanimous,3,5:00,UFC Fight Night: Florian vs Lauzon,2008-04-02,Broomfield,Colorado,USA,0.0,210.0,124.0,164.0,80.0,4.0,3.0,0.0,0.0,8:12
Mario Yamasaki,3,F,M,Submission,Rear Naked Choke,1,4:31,UFC Fight Night: Thomas vs Florian,2007-09-19,Las Vegas,Nevada,USA,0.0,82.0,50.0,57.0,27.0,2.0,2.0,1.0,0.0,1:42
Larry Landless,3,F,M,Decision,Unanimous,3,5:00,UFC 39: The Warriors Return,2002-09-27,Uncasville,Connecticut,USA,0.0,112.0,85.0,56.0,35.0,0.0,0.0,0.0,0.0,9:13
